20040101 190000;0.753000;0.753100;0.753000;0.753100;0
20040101 190100;0.753100;0.753100;0.752900;0.752900;0
20040101 190200;0.752900;0.753000;0.752900;0.753000;0
20040101 190300;0.752900;0.752900;0.752900;0.752900;0
20040101 190400;0.752700;0.753000;0.752700;0.752900;0
20040101 190500;0.753000;0.753000;0.752800;0.752900;0
20040101 190600;0.752800;0.752900;0.752700;0.752700;0
20040101 190700;0.752500;0.752500;0.752400;0.752400;0
20040101 190800;0.752500;0.752600;0.752400;0.752400;0
20040101 190900;0.752300;0.752400;0.752300;0.752300;0
20040101 191100;0.752400;0.752700;0.752400;0.752700;0
20040101 191200;0.752700;0.752700;0.752500;0.752500;0
20040101 191400;0.752700;0.752800;0.752500;0.752800;0
20040101 191500;0.752700;0.752700;0.752500;0.752500;0
20040101 191600;0.752600;0.752800;0.752500;0.752800;0
20040101 191700;0.752700;0.752800;0.752700;0.752700;0
20040101 191800;0.752800;0.752900;0.752700;0.752700;0
20040101 192000;0.752700;0.752700;0.752500;0.752700;0
20040101 192100;0.752800;0.752800;0.752700;0.752800;0
20040101 192200;0.752700;0.752700;0.752500;0.752500;0
20040101 192300;0.752500;0.752500;0.752400;0.752500;0
20040101 192400;0.752400;0.752400;0.752400;0.752400;0
20040101 192500;0.752500;0.752500;0.752500;0.752500;0
20040101 192600;0.752400;0.752500;0.752400;0.752500;0
20040101 192700;0.752700;0.752700;0.752500;0.752500;0
20040101 192800;0.752800;0.752900;0.752700;0.752800;0
20040101 192900;0.752900;0.753000;0.752800;0.753000;0
20040101 193000;0.753100;0.753100;0.752800;0.752800;0
20040101 193100;0.752900;0.753000;0.752900;0.752900;0
20040101 193200;0.752900;0.752900;0.752800;0.752800;0
20040101 193300;0.752700;0.752800;0.752700;0.752700;0
20040101 193400;0.752800;0.752800;0.752700;0.752800;0
20040101 193500;0.752700;0.752800;0.752700;0.752800;0
20040101 193600;0.752700;0.752800;0.752500;0.752800;0
20040101 193700;0.752900;0.753000;0.752900;0.753000;0
20040101 193800;0.753000;0.753000;0.752800;0.752800;0
20040101 193900;0.752800;0.752900;0.752700;0.752900;0
20040101 194000;0.752800;0.752800;0.752700;0.752800;0
20040101 194200;0.752800;0.752800;0.752700;0.752700;0
20040101 194300;0.752800;0.752800;0.752700;0.752800;0
20040101 194400;0.752700;0.752800;0.752400;0.752800;0
20040101 194500;0.752700;0.752800;0.752500;0.752800;0
20040101 194600;0.752900;0.752900;0.752800;0.752800;0
20040101 194800;0.752800;0.752800;0.752700;0.752700;0
20040101 194900;0.752700;0.752800;0.752400;0.752500;0
20040101 195000;0.752600;0.752800;0.752300;0.752400;0
20040101 195100;0.752400;0.752400;0.752300;0.752400;0
20040101 195200;0.752400;0.752400;0.752300;0.752400;0
20040101 195300;0.752400;0.752800;0.752400;0.752500;0
20040101 195400;0.752400;0.752500;0.752400;0.752400;0
20040101 195500;0.752500;0.752800;0.752400;0.752500;0
20040101 195600;0.752600;0.752700;0.752500;0.752500;0
20040101 195700;0.752400;0.752500;0.752400;0.752500;0
20040101 195900;0.752400;0.752400;0.752400;0.752400;0
20040101 200000;0.752300;0.752300;0.752300;0.752300;0
20040101 200200;0.752300;0.752300;0.752300;0.752300;0
20040101 200300;0.752300;0.752300;0.752200;0.752300;0
20040101 200500;0.752300;0.752300;0.752300;0.752300;0
20040101 200600;0.752300;0.752300;0.752200;0.752200;0
20040101 200700;0.752100;0.752100;0.752000;0.752000;0
20040101 200800;0.752000;0.752000;0.751900;0.752000;0
20040101 200900;0.752000;0.752000;0.751900;0.751900;0
20040101 201000;0.751900;0.751900;0.751900;0.751900;0
20040101 201100;0.752000;0.752000;0.751800;0.751900;0
20040101 201200;0.751700;0.751800;0.751500;0.751500;0
20040101 201300;0.751600;0.751600;0.751500;0.751500;0
20040101 201400;0.751600;0.751600;0.751200;0.751200;0
20040101 201500;0.751300;0.751400;0.751300;0.751400;0
20040101 201600;0.751400;0.751500;0.751400;0.751400;0
20040101 201700;0.751500;0.751500;0.751300;0.751400;0
20040101 201800;0.751400;0.751600;0.751400;0.751600;0
20040101 201900;0.751600;0.751600;0.751500;0.751600;0
20040101 202000;0.751500;0.751600;0.751500;0.751500;0
20040101 202100;0.751600;0.751700;0.751500;0.751500;0
20040101 202200;0.751600;0.751600;0.751500;0.751600;0
20040101 202300;0.751600;0.751700;0.751600;0.751600;0
20040101 202400;0.751600;0.751600;0.751600;0.751600;0
20040101 202500;0.751600;0.751800;0.751600;0.751800;0
20040101 202600;0.751800;0.751900;0.751700;0.751700;0
20040101 202700;0.751800;0.751900;0.751600;0.751600;0
20040101 202900;0.751700;0.751700;0.751600;0.751600;0
20040101 203000;0.751500;0.751700;0.751500;0.751500;0
20040101 203100;0.751600;0.751600;0.751600;0.751600;0
20040101 203200;0.751500;0.751600;0.751500;0.751600;0
