20110102 170000;1.020200;1.020200;1.020200;1.020200;0
20110102 170100;1.020400;1.020700;1.020200;1.020600;0
20110102 170300;1.020700;1.020700;1.020700;1.020700;0
20110102 170600;1.020800;1.020800;1.020800;1.020800;0
20110102 170700;1.020900;1.021300;1.020900;1.021100;0
20110102 170900;1.021300;1.021300;1.021200;1.021200;0
20110102 171000;1.021300;1.021400;1.021300;1.021400;0
20110102 171200;1.021200;1.021400;1.021200;1.021400;0
20110102 171300;1.021300;1.021300;1.021200;1.021200;0
20110102 171400;1.021100;1.021100;1.021100;1.021100;0
20110102 171700;1.021200;1.021200;1.021100;1.021100;0
20110102 171800;1.021000;1.021100;1.021000;1.021100;0
20110102 171900;1.021000;1.021000;1.021000;1.021000;0
20110102 172100;1.021100;1.021100;1.021100;1.021100;0
20110102 172200;1.020900;1.021100;1.020800;1.021100;0
20110102 172400;1.021000;1.021100;1.020900;1.021100;0
20110102 172600;1.021200;1.021400;1.021200;1.021300;0
20110102 172700;1.021400;1.021400;1.021400;1.021400;0
20110102 173000;1.021500;1.021700;1.021500;1.021600;0
20110102 173100;1.021500;1.021600;1.021500;1.021600;0
20110102 173300;1.021500;1.021500;1.021500;1.021500;0
20110102 173400;1.021600;1.021600;1.021600;1.021600;0
20110102 173500;1.021500;1.021500;1.021300;1.021300;0
20110102 173600;1.021200;1.021300;1.021100;1.021100;0
20110102 173700;1.021300;1.021400;1.021300;1.021400;0
20110102 173800;1.021500;1.021600;1.021500;1.021600;0
20110102 174100;1.021400;1.021400;1.021200;1.021200;0
20110102 174200;1.021300;1.021500;1.021300;1.021500;0
20110102 174300;1.021400;1.021700;1.021400;1.021700;0
20110102 174400;1.021800;1.021800;1.021800;1.021800;0
20110102 174800;1.021700;1.021700;1.021500;1.021600;0
20110102 174900;1.021700;1.021700;1.021700;1.021700;0
20110102 175000;1.021600;1.021600;1.021600;1.021600;0
20110102 175100;1.021700;1.021800;1.021600;1.021700;0
20110102 175200;1.021600;1.021600;1.021600;1.021600;0
20110102 175300;1.021700;1.021700;1.021600;1.021600;0
20110102 175500;1.021700;1.021900;1.021700;1.021900;0
20110102 175600;1.021800;1.021900;1.021800;1.021900;0
20110102 175900;1.022000;1.022100;1.022000;1.022100;0
20110102 180000;1.022200;1.022400;1.021800;1.021900;0
20110102 180100;1.022000;1.022200;1.022000;1.022100;0
20110102 180200;1.022000;1.022000;1.021900;1.022000;0
20110102 180300;1.021900;1.021900;1.021400;1.021500;0
20110102 180400;1.021400;1.021600;1.021300;1.021400;0
20110102 180500;1.021500;1.021600;1.021500;1.021600;0
20110102 180600;1.021700;1.021700;1.021600;1.021600;0
20110102 180700;1.021500;1.021500;1.021400;1.021400;0
20110102 180800;1.021200;1.021400;1.021200;1.021300;0
20110102 180900;1.021400;1.021400;1.021400;1.021400;0
20110102 181000;1.021300;1.021300;1.021300;1.021300;0
20110102 181100;1.021400;1.021400;1.021300;1.021300;0
20110102 181200;1.021400;1.021400;1.021200;1.021200;0
20110102 181900;1.021100;1.021200;1.021100;1.021100;0
20110102 182000;1.021000;1.021100;1.021000;1.021100;0
20110102 182100;1.021000;1.021000;1.020900;1.021000;0
20110102 182300;1.020900;1.020900;1.020900;1.020900;0
20110102 182500;1.020700;1.020900;1.020600;1.020600;0
20110102 182600;1.020500;1.020700;1.020500;1.020700;0
20110102 182700;1.020800;1.020800;1.020500;1.020600;0
20110102 182800;1.020500;1.020600;1.020400;1.020400;0
20110102 182900;1.020500;1.020600;1.020400;1.020400;0
20110102 183000;1.020500;1.020600;1.020400;1.020500;0
20110102 183100;1.020400;1.020400;1.020200;1.020200;0
20110102 183200;1.020400;1.020400;1.020400;1.020400;0
20110102 183300;1.020300;1.020300;1.020300;1.020300;0
20110102 183500;1.020400;1.020400;1.020400;1.020400;0
20110102 183600;1.020500;1.020500;1.020500;1.020500;0
20110102 183700;1.020600;1.020600;1.020600;1.020600;0
20110102 183800;1.020800;1.021000;1.020800;1.021000;0
20110102 183900;1.020900;1.020900;1.020800;1.020900;0
20110102 184000;1.021000;1.021200;1.021000;1.021100;0
20110102 184100;1.021200;1.021400;1.021200;1.021300;0
20110102 184200;1.021200;1.021400;1.021200;1.021200;0
20110102 184300;1.021100;1.021200;1.021100;1.021200;0
20110102 184400;1.021300;1.021300;1.021200;1.021300;0
20110102 184500;1.021200;1.021300;1.021200;1.021300;0
20110102 184600;1.021200;1.021300;1.021200;1.021300;0
20110102 184700;1.021400;1.021500;1.021400;1.021500;0
20110102 184800;1.021300;1.021400;1.021300;1.021400;0
20110102 184900;1.021500;1.021500;1.021300;1.021300;0
20110102 185000;1.021200;1.021200;1.021200;1.021200;0
20110102 185100;1.021300;1.021300;1.021200;1.021200;0
20110102 185200;1.021300;1.021400;1.021200;1.021300;0
20110102 185300;1.021400;1.021400;1.021400;1.021400;0
20110102 185700;1.021500;1.021500;1.021300;1.021300;0
20110102 185800;1.021200;1.021300;1.021200;1.021300;0
20110102 185900;1.021200;1.021200;1.021200;1.021200;0
20110102 190000;1.021300;1.021800;1.021300;1.021800;0
20110102 190100;1.022000;1.022200;1.021800;1.021800;0
20110102 190200;1.021700;1.021800;1.021500;1.021600;0
20110102 190300;1.021500;1.021600;1.021500;1.021500;0
20110102 190400;1.021400;1.021400;1.021400;1.021400;0
20110102 190600;1.021300;1.021400;1.021300;1.021400;0
20110102 190700;1.021300;1.021300;1.021100;1.021100;0
20110102 190800;1.021200;1.021200;1.021100;1.021100;0
20110102 190900;1.021200;1.021200;1.021100;1.021100;0
20110102 191000;1.021200;1.021300;1.021100;1.021100;0
20110102 191100;1.021000;1.021200;1.020900;1.020900;0
20110102 191200;1.021000;1.021100;1.020900;1.020900;0
20110102 191300;1.021000;1.021100;1.020900;1.021000;0
20110102 191400;1.021100;1.021100;1.021000;1.021000;0
20110102 191500;1.020900;1.020900;1.020700;1.020800;0
20110102 191600;1.020700;1.020700;1.020200;1.020300;0
20110102 191700;1.020400;1.020400;1.020400;1.020400;0
20110102 191800;1.020300;1.020700;1.020300;1.020700;0
20110102 192000;1.020800;1.020900;1.020600;1.020600;0
20110102 192100;1.020700;1.020900;1.020600;1.020900;0
20110102 192200;1.021000;1.021000;1.020500;1.020600;0
20110102 192300;1.020700;1.020800;1.020500;1.020700;0
20110102 192400;1.020800;1.021200;1.020800;1.021100;0
20110102 192500;1.021200;1.021200;1.020900;1.020900;0
20110102 192600;1.020800;1.020800;1.020500;1.020600;0
20110102 192700;1.020500;1.020500;1.020500;1.020500;0
20110102 192800;1.020400;1.020400;1.020200;1.020200;0
20110102 192900;1.020300;1.020600;1.020200;1.020500;0
20110102 193000;1.020700;1.020800;1.020700;1.020700;0
20110102 193100;1.020800;1.020800;1.020600;1.020600;0
20110102 193200;1.020700;1.020700;1.020600;1.020600;0
20110102 193300;1.020500;1.020500;1.020500;1.020500;0
20110102 193400;1.020400;1.020400;1.020400;1.020400;0
20110102 193500;1.020300;1.020400;1.020100;1.020300;0
20110102 193600;1.020400;1.020500;1.020400;1.020400;0
20110102 193700;1.020300;1.020400;1.020200;1.020300;0
20110102 193800;1.020400;1.020500;1.020300;1.020500;0
20110102 194100;1.020400;1.020500;1.020200;1.020300;0
20110102 194200;1.020400;1.020500;1.020200;1.020400;0
20110102 194300;1.020300;1.020300;1.020200;1.020300;0
20110102 194400;1.020400;1.020500;1.020300;1.020400;0
20110102 194500;1.020300;1.020600;1.020300;1.020500;0
20110102 194600;1.020600;1.020600;1.020300;1.020300;0
20110102 194700;1.020400;1.020400;1.020300;1.020400;0
20110102 194800;1.020300;1.020400;1.020200;1.020200;0
20110102 194900;1.020300;1.020300;1.020100;1.020200;0
20110102 195000;1.020100;1.020100;1.020000;1.020100;0
20110102 195100;1.020000;1.020000;1.019800;1.020000;0
20110102 195300;1.019900;1.020000;1.019900;1.020000;0
20110102 195500;1.020100;1.020100;1.019900;1.020000;0
20110102 195600;1.020100;1.020100;1.020000;1.020000;0
20110102 195800;1.019900;1.019900;1.019900;1.019900;0
20110102 195900;1.020000;1.020100;1.019900;1.020100;0
20110102 200000;1.020000;1.020000;1.020000;1.020000;0
20110102 200100;1.019900;1.019900;1.019900;1.019900;0
20110102 200200;1.019800;1.019800;1.019500;1.019500;0
20110102 200300;1.019400;1.019400;1.019300;1.019400;0
20110102 200400;1.019300;1.019400;1.019200;1.019400;0
20110102 200500;1.019500;1.019500;1.019400;1.019400;0
20110102 200600;1.019300;1.019500;1.019300;1.019400;0
20110102 200700;1.019300;1.019400;1.019300;1.019300;0
20110102 200800;1.019200;1.019200;1.019200;1.019200;0
20110102 200900;1.019000;1.019100;1.019000;1.019100;0
20110102 201000;1.019000;1.019000;1.019000;1.019000;0
20110102 201100;1.018900;1.019000;1.018900;1.018900;0
20110102 201200;1.019000;1.019000;1.018700;1.018900;0
20110102 201300;1.019000;1.019000;1.018900;1.018900;0
20110102 201400;1.018800;1.018900;1.018800;1.018800;0
20110102 201500;1.018600;1.018700;1.018600;1.018600;0
20110102 201600;1.018700;1.018700;1.018600;1.018700;0
20110102 201700;1.018600;1.018600;1.018600;1.018600;0
20110102 201800;1.018500;1.018500;1.018500;1.018500;0
20110102 201900;1.018400;1.018600;1.018400;1.018500;0
20110102 202000;1.018600;1.018600;1.018400;1.018500;0
20110102 202100;1.018600;1.018600;1.018500;1.018600;0
20110102 202200;1.018700;1.018700;1.018700;1.018700;0
20110102 202300;1.018800;1.018800;1.018700;1.018800;0
20110102 202400;1.018700;1.018700;1.018600;1.018700;0
20110102 202500;1.018600;1.018600;1.018500;1.018500;0
20110102 202600;1.018600;1.018600;1.018500;1.018600;0
20110102 202700;1.018500;1.018500;1.018500;1.018500;0
20110102 202900;1.018400;1.018400;1.018300;1.018300;0
20110102 203000;1.018400;1.018400;1.018200;1.018200;0
20110102 203100;1.018300;1.018400;1.018200;1.018400;0
20110102 203200;1.018300;1.018400;1.018200;1.018300;0
20110102 203300;1.018200;1.018300;1.018000;1.018200;0
20110102 203400;1.018300;1.018400;1.018300;1.018400;0
20110102 203500;1.018500;1.018700;1.018400;1.018600;0
20110102 203600;1.018500;1.018600;1.018400;1.018600;0
20110102 203700;1.018700;1.018700;1.018500;1.018700;0
20110102 203800;1.018900;1.019200;1.018900;1.019200;0
20110102 203900;1.019300;1.019300;1.019000;1.019000;0
20110102 204000;1.018900;1.018900;1.018700;1.018700;0
20110102 204100;1.018800;1.018800;1.018500;1.018500;0
20110102 204200;1.018600;1.018600;1.018500;1.018600;0
20110102 204300;1.018800;1.018800;1.018800;1.018800;0
20110102 204400;1.018600;1.018700;1.018600;1.018600;0
20110102 204500;1.018500;1.018500;1.018300;1.018400;0
20110102 204600;1.018300;1.018400;1.017800;1.017900;0
20110102 204700;1.018000;1.018000;1.017900;1.017900;0
20110102 204800;1.018000;1.018100;1.018000;1.018100;0
20110102 204900;1.018000;1.018100;1.018000;1.018000;0
20110102 205000;1.017900;1.017900;1.017900;1.017900;0
20110102 205200;1.018000;1.018000;1.017900;1.018000;0
20110102 205300;1.018100;1.018100;1.017900;1.018000;0
20110102 205400;1.017900;1.018000;1.017900;1.018000;0
20110102 205600;1.017900;1.017900;1.017900;1.017900;0
20110102 205700;1.018000;1.018100;1.018000;1.018100;0
20110102 210000;1.018200;1.018300;1.018200;1.018200;0
20110102 210100;1.018300;1.018300;1.018300;1.018300;0
20110102 210300;1.018200;1.018300;1.018100;1.018100;0
20110102 210400;1.018000;1.018300;1.018000;1.018200;0
20110102 210500;1.018300;1.018300;1.018100;1.018100;0
20110102 210600;1.018000;1.018200;1.018000;1.018100;0
20110102 210700;1.018200;1.018500;1.018200;1.018300;0
20110102 210800;1.018400;1.018700;1.018400;1.018700;0
20110102 210900;1.018600;1.018700;1.018500;1.018600;0
20110102 211000;1.018500;1.018700;1.018500;1.018700;0
20110102 211100;1.018800;1.018800;1.018700;1.018700;0
20110102 211200;1.018600;1.018600;1.018500;1.018500;0
20110102 211300;1.018400;1.018400;1.018400;1.018400;0
20110102 211400;1.018300;1.018300;1.018300;1.018300;0
20110102 211500;1.018400;1.018400;1.018400;1.018400;0
20110102 211600;1.018500;1.018600;1.018300;1.018400;0
20110102 211700;1.018500;1.018500;1.018500;1.018500;0
20110102 211800;1.018600;1.018800;1.018500;1.018500;0
20110102 211900;1.018600;1.018600;1.018500;1.018500;0
20110102 212000;1.018600;1.018600;1.018500;1.018500;0
20110102 212100;1.018600;1.018700;1.018600;1.018600;0
20110102 212200;1.018700;1.018700;1.018600;1.018600;0
20110102 212300;1.018500;1.018600;1.018500;1.018600;0
